GENESIS-Tabelle: 12411-0008
Bevölkerung: Deutschland, Stichtag, Altersjahre,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nationalität, Geschlecht, Familienstand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer
;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben
31.12.2012;41-Jährige;162375;286299;919;40666;1187;127;12;106984;313723;3650;56841;992;106;4;14320;48603;227;7463;190;33;5;7333;53323;999;9091;69;13;-
31.12.2012;42-Jährige;161036;303580;1108;46405;1322;111;17;104878;330496;4472;64113;1036;120;6;13766;48689;255;7715;212;35;6;6824;52475;1068;9316;50;17;-
31.12.2012;43-Jährige;167470;337208;1348;55349;1512;142;14;108219;361528;5561;74944;1096;105;4;12238;48591;227;7964;186;25;3;6068;49362;1151;9074;46;6;-
31.12.2012;44-Jährige;169869;360456;1698;62994;1667;152;23;107221;384482;6650;85101;1211;118;6;11340;46967;253;7925;166;24;4;5589;46949;1295;8887;55;7;-
31.12.2012;45-Jährige;166324;380063;2047;70618;1579;137;28;104427;402603;8197;92935;1158;104;5;10192;43860;296;7361;187;15;6;5064;42828;1305;8330;49;9;-
31.12.2012;46-Jährige;162122;397978;2481;77348;1665;129;22;100943;417502;9732;100141;1149;99;8;9090;45388;328;7662;145;17;4;4454;42957;1354;8011;51;4;-
31.12.2012;47-Jährige;153102;405968;2894;83321;1700;124;30;93480;422145;11604;104259;1173;101;12;8500;45342;349;7747;145;18;1;4016;41690;1523;7932;58;10;1
31.12.2012;48-Jährige;147332;419563;3513;89745;1589;116;32;89598;435740;13660;109829;1137;99;9;7776;44673;385;7437;125;19;4;3654;39888;1611;7818;45;10;-
31.12.2012;49-Jährige;136542;424781;4025;92826;1535;115;27;82840;440029;15936;110063;1076;94;13;6772;42180;393;7059;121;15;2;3274;36445;1745;7079;42;8;1
31.12.2012;50-Jährige;123260;418573;4624;91931;1406;94;25;73632;432392;17727;107674;1031;84;11;6172;38620;403;6732;110;14;3;2975;34739;1990;6834;37;5;1
31.12.2012;51-Jährige;113828;420160;5288;93597;1399;83;28;68525;433689;20641;106416;955;63;14;5470;33911;402;6162;109;10;4;2592;31333;2003;6114;30;3;2
31.12.2012;52-Jährige;102470;411269;5681;89580;1247;77;42;61202;421402;23347;100796;843;59;8;5474;34156;435;6215;101;7;1;2546;32115;2287;5964;30;5;1
31.12.2012;53-Jährige;93153;407657;6398;88886;1071;81;13;55820;415344;25482;97080;754;56;10;4676;31033;477;5607;86;3;3;2333;28688;2284;5519;24;1;-
31.12.2012;54-Jährige;82796;389796;6772;82497;966;47;24;49711;395855;27446;88419;678;41;6;4218;29936;486;5423;71;8;2;2116;27228;2347;5183;30;2;1
31.12.2012;55-Jährige;75271;386426;7458;79426;874;48;23;46099;389539;30452;85086;662;35;8;3751;29413;522;5076;57;4;-;1836;26109;2581;4934;21;1;2
31.12.2012;56-Jährige;67849;378759;8108;75085;801;38;25;42061;379587;33002;80899;562;31;9;3307;30291;592;5040;62;4;5;1698;27176;2994;4846;25;2;1
31.12.2012;57-Jährige;60984;372012;8932;70852;736;30;13;38136;369575;36092;76805;498;24;7;3015;27243;553;4545;48;1;4;1645;27662;3537;4698;19;3;-
31.12.2012;58-Jährige;55422;368642;9713;67604;670;39;22;35483;365028;39654;74680;485;29;11;2708;24061;619;4155;44;-;1;1573;27763;3610;4544;17;3;1
31.12.2012;59-Jährige;50179;360308;10404;63649;635;35;19;32076;355077;42634;70798;430;14;14;2311;21563;592;3745;42;2;5;1436;26863;3783;4165;14;3;-
31.12.2012;60-Jährige;46174;363819;11453;60408;623;18;22;29684;351903;47562;68982;388;7;10;2139;22595;635;3633;46;-;1;1397;28032;4377;4329;19;1;-
31.12.2012;61-Jährige;41978;360177;12226;57084;616;19;15;27117;345408;51748;66341;396;18;12;1936;22128;686;3243;50;1;1;1312;25453;4313;3866;19;3;1
31.12.2012;62-Jährige;39056;358385;13724;53898;588;25;39;24881;340277;56789;64015;412;12;22;2006;26458;895;3388;56;2;1;1327;28371;5492;4026;19;2;1
31.12.2012;63-Jährige;34459;349204;14703;49941;562;18;12;22327;327853;60595;59254;327;6;6;1861;27166;921;3216;40;2;1;1200;26207;5566;3636;16;-;-
31.12.2012;64-Jährige;29188;317488;14408;44374;473;16;23;19097;294344;60738;52636;293;13;6;1761;28295;1035;3108;32;2;-;1097;24298;5662;3516;8;2;1
31.12.2012;65-Jährige;24887;296020;14790;39330;443;13;15;16629;274793;63082;48129;236;1;8;1608;28296;1141;2951;32;1;1;1059;22417;5608;3066;13;-;-
31.12.2012;66-Jährige;21263;254546;14266;33102;455;8;27;13833;236390;59353;41642;260;4;9;1354;25774;1082;2530;35;1;1;955;19231;5398;2727;8;-;1
31.12.2012;67-Jährige;17605;220037;13595;27816;424;9;32;12588;205305;57203;36409;220;4;13;1061;22688;1114;1918;24;4;2;746;16767;5079;2199;9;1;2
31.12.2012;68-Jährige;22782;302942;20413;35235;678;14;41;16088;278084;82978;47121;327;3;11;1076;21623;1117;1799;32;-;7;707;14784;5122;1959;9;-;-
31.12.2012;69-Jährige;22626;306756;22968;34052;472;16;26;16739;277680;90749;46909;248;7;12;920;20423;1168;1639;25;-;2;571;12898;4743;1807;9;-;-
31.12.2012;70-Jährige;21341;292858;24460;30597;471;8;32;16563;262190;96388;43275;213;2;10;892;20405;1218;1568;18;1;1;565;11989;4910;1667;4;-;-
31.12.2012;71-Jährige;25119;355529;32116;34395;566;18;39;19925;315503;130179;50242;225;1;8;764;18355;1379;1382;12;1;2;606;10166;4824;1495;5;-;-
31.12.2012;72-Jährige;24838;366468;37150;32574;441;9;43;21196;319757;151895;49537;180;3;12;802;19069;1513;1332;13;-;-;591;10309;5394;1482;5;1;-
31.12.2012;73-Jährige;22473;354628;38837;29474;347;10;19;21081;304063;163426;45927;155;3;9;706;16813;1388;1238;9;-;1;540;8524;4856;1393;4;-;-
31.12.2012;74-Jährige;19453;322089;39056;24704;283;3;13;20163;267225;165876;39959;120;1;10;603;15072;1454;1043;8;-;1;507;7489;4771;1325;4;-;-
31.12.2012;75-Jährige;16367;291512;39018;20484;203;5;15;19556;234272;168230;35208;108;1;5;525;12698;1346;882;12;-;-;498;6416;4351;1116;1;1;-
31.12.2012;76-Jährige;14486;270642;40230;17809;186;5;23;19233;211982;176709;31443;94;1;7;464;10722;1266;784;8;1;-;399;5177;4006;898;3;-;-
31.12.2012;77-Jährige;12374;250251;41040;15125;127;3;16;18822;187976;183496;28138;67;1;7;392;8717;1110;637;10;-;1;389;4097;3634;775;3;-;-
31.12.2012;78-Jährige;10111;217589;40684;12685;106;3;12;17558;157030;181910;24185;74;1;5;349;8139;1133;527;7;-;-;313;3328;3389;664;1;-;-
31.12.2012;79-Jährige;7240;162551;33834;8600;82;1;8;14649;112336;154026;17649;47;-;1;305;6836;1049;425;5;-;2;300;2837;3209;637;1;-;-
31.12.2012;80-Jährige;6335;149581;35643;7529;66;1;7;15066;100456;158889;16343;44;-;5;226;5084;959;353;5;-;2;238;2362;2981;556;1;-;-
31.12.2012;81-Jährige;5681;139546;37493;6305;78;-;5;15764;89823;167136;15491;36;-;4;188;3910;821;297;4;-;-;222;1740;2569;448;2;-;-
31.12.2012;82-Jährige;5127;132008;40578;5651;50;1;8;16724;82547;178228;15404;33;-;10;174;3415;731;243;6;-;1;241;1648;2631;415;1;-;1
31.12.2012;83-Jährige;4354;114013;40205;4606;48;1;5;16551;68476;173650;13883;26;-;10;139;2481;676;185;-;-;-;205;1215;2364;322;2;-;-
31.12.2012;84-Jährige;3449;98119;40614;3945;31;-;5;16025;56419;169181;12998;32;2;3;130;1929;602;142;2;-;-;185;964;2170;297;-;-;-
31.12.2012;85 Jahre und mehr;10735;304829;205409;11670;101;1;16;109387;165845;1091380;70597;103;2;41;519;6298;2974;537;5;-;1;1105;3200;12721;1408;1;1;1
31.12.2013;unter 1 Jahr;330416;-;-;-;-;-;-;313903;-;-;-;-;-;-;19866;-;-;-;-;-;-;18885;-;-;-;-;-;-
31.12.2013;1-Jährige;331224;-;-;-;-;-;-;314270;-;-;-;-;-;-;19844;-;-;-;-;-;-;18999;-;-;-;-;-;-
31.12.2013;2-Jährige;323287;-;-;-;-;-;-;307540;-;-;-;-;-;-;21419;-;-;-;-;-;-;20078;-;-;-;-;-;-
31.12.2013;3-Jährige;333783;-;-;-;-;-;-;318037;-;-;-;-;-;-;19695;-;-;-;-;-;-;18596;-;-;-;-;-;-
31.12.2013;4-Jährige;329750;-;-;-;-;-;-;312915;-;-;-;-;-;-;19017;-;-;-;-;-;-;17968;-;-;-;-;-;-
31.12.2013;5-Jährige;338849;-;-;-;-;-;-;322293;-;-;-;-;-;-;19302;-;-;-;-;-;-;18563;-;-;-;-;-;-
31.12.2013;6-Jährige;339182;-;-;-;-;-;-;321375;-;-;-;-;-;-;18835;-;-;-;-;-;-;17945;-;-;-;-;-;-
31.12.2013;7-Jährige;332882;-;-;-;-;-;-;315261;-;-;-;-;-;-;18771;-;-;-;-;-;-;17406;-;-;-;-;-;-
31.12.2013;8-Jährige;338004;-;-;-;-;-;-;321217;-;-;-;-;-;-;18191;-;-;-;-;-;-;17145;-;-;-;-;-;-
31.12.2013;9-Jährige;346054;-;-;-;-;-;-;328744;-;-;-;-;-;-;19810;-;-;-;-;-;-;18731;-;-;-;-;-;-
31.12.2013;10-Jährige;346432;-;-;-;-;-;-;328965;-;-;-;-;-;-;19808;-;-;-;-;-;-;18849;-;-;-;-;-;-
31.12.2013;11-Jährige;353291;-;-;-;-;-;-;335014;-;-;-;-;-;-;20070;-;-;-;-;-;-;18791;-;-;-;-;-;-
31.12.2013;12-Jährige;362187;-;-;-;-;-;-;342580;-;-;-;-;-;-;20507;-;-;-;-;-;-;19399;3;-;-;-;-;-
31.12.2013;13-Jährige;376415;-;-;-;-;-;-;357752;-;-;-;-;-;-;22697;-;-;-;-;-;-;21418;3;-;1;-;-;-
31.12.2013;14-Jährige;365067;-;-;-;-;-;-;345244;-;-;-;-;-;-;35683;-;-;-;-;-;-;34199;3;-;2;-;-;-
31.12.2013;15-Jährige;371987;-;1;-;-;-;-;353450;2;-;-;-;-;-;36992;-;-;-;-;-;-;35165;10;-;-;-;-;-
31.12.2013;16-Jährige;383861;1;-;-;-;-;-;364954;9;-;1;-;-;2;39004;4;-;1;-;1;-;36413;38;-;1;-;-;-
31.12.2013;17-Jährige;378116;2;-;-;-;-;-;358448;48;1;3;-;-;-;38812;15;-;1;-;1;-;35619;129;1;3;-;-;1
31.12.2013;18-Jährige;366767;68;-;6;1;2;-;347735;599;3;6;11;2;1;41174;134;-;1;-;-;-;36061;704;5;10;-;-;-
31.12.2013;19-Jährige;372247;326;1;8;8;1;1;351509;2064;9;20;16;4;2;45883;371;-;6;3;3;-;39714;1899;5;8;-;2;-
31.12.2013;20-Jährige;385891;946;5;21;29;5;-;363395;4657;8;102;36;2;-;49190;761;1;6;9;3;-;43641;3346;8;47;2;6;1
31.12.2013;21-Jährige;390922;2455;5;67;31;6;2;367173;9289;8;329;57;11;-;51553;1466;1;32;23;4;-;44400;5530;9;95;6;6;-
31.12.2013;22-Jährige;404933;5236;4;151;67;11;-;375818;16095;30;720;129;21;1;54417;2936;2;67;32;8;1;45394;8430;12;193;6;5;-
31.12.2013;23-Jährige;443900;9961;8;406;137;29;3;404955;27602;41;1478;187;35;1;59384;4700;2;126;52;14;2;47729;12068;19;346;13;8;-
31.12.2013;24-Jährige;429710;16684;16;756;170;32;1;385649;40933;65;2397;265;40;2;60569;7174;15;286;76;11;1;47131;15914;38;551;14;6;2
31.12.2013;25-Jährige;432995;27195;9;1314;241;43;2;376367;60471;79;3717;379;60;-;60946;10349;13;411;91;16;3;44896;20824;38;844;17;13;-
31.12.2013;26-Jährige;411497;39633;29;2022;252;53;2;347053;79893;128;5289;435;67;2;58369;13418;14;665;105;27;-;41039;24641;59;1120;26;13;2
31.12.2013;27-Jährige;387720;53952;35;2908;355;59;2;319930;100473;207;7195;515;94;1;54861;16512;25;877;138;31;1;37015;28881;69;1529;29;6;-
31.12.2013;28-Jährige;355065;68899;44;3934;394;75;7;284065;118724;246;9237;593;99;1;51433;20030;26;1258;175;21;3;33236;33268;85;1999;32;10;1
31.12.2013;29-Jährige;335025;86987;74;5341;438;81;2;258924;139847;325;11691;663;104;-;47370;23568;36;1663;198;31;4;30462;37194;125;2643;53;11;-
31.12.2013;30-Jährige;313649;108576;85;7242;553;95;5;236922;161931;433;14411;748;121;1;43352;27347;36;2044;222;47;2;27295;41166;188;3395;57;10;-
31.12.2013;31-Jährige;299097;130021;90;9271;615;113;5;218284;186906;490;17554;867;123;2;41067;31916;38;2704;211;60;2;25273;46177;172;4007;68;16;-
31.12.2013;32-Jährige;272542;148401;128;11381;725;127;7;197587;202942;658;20611;999;122;3;36691;35752;50;3443;272;53;5;22283;50083;219;4898;58;15;1
31.12.2013;33-Jährige;251246;165471;175;13701;828;122;9;180156;217544;804;23976;1107;152;3;34307;39912;70;4032;266;52;6;20178;53013;340;5723;66;18;1
31.12.2013;34-Jährige;220601;172881;207;15526;878;133;7;154958;218937;997;25925;1064;162;4;30126;41868;82;4554;292;71;5;17459;54097;380;6255;69;15;-
31.12.2013;35-Jährige;201664;184329;258;17718;948;136;10;140603;225663;1119;28329;1133;185;4;27463;43640;89;4955;290;67;5;15388;54867;428;6662;81;12;-
31.12.2013;36-Jährige;185517;194366;277;19923;1045;129;7;129007;230552;1394;31012;1164;139;3;25198;46020;113;5646;278;55;3;13808;55540;534;7331;63;23;-
31.12.2013;37-Jährige;166887;201139;341;22355;1014;133;16;115606;234359;1593;33500;1074;134;2;23479;47202;108;6013;259;62;10;12761;55850;544;8203;69;15;-
31.12.2013;38-Jährige;150864;204233;399;23995;969;130;7;102597;232762;1877;35036;1025;143;4;22053;48187;150;6524;247;55;8;11648;56110;671;8682;59;15;1
31.12.2013;39-Jährige;143544;214015;475;26622;969;125;10;97269;241869;2110;39092;1013;125;1;20440;49826;145;6950;263;48;6;10849;56881;792;9216;62;15;1
31.12.2013;40-Jährige;137596;224256;575;29040;1000;115;10;92669;249306;2473;42309;909;121;8;18140;49687;173;7294;224;55;8;9679;56509;854;9400;77;12;2
31.12.2013;41-Jährige;145210;252419;762;35925;1076;134;22;96685;277968;3157;50103;972;120;4;16800;50360;202;7438;245;40;6;8866;55577;993;9497;63;14;-
31.12.2013;42-Jährige;157557;287929;1052;43582;1349;135;16;104356;313080;4082;60084;1098;127;4;15293;49755;263;7976;195;37;6;7782;53674;1066;9618;75;13;-
31.12.2013;43-Jährige;156544;304621;1241;49343;1480;121;20;102565;329482;4980;67328;1123;150;10;14816;49709;286;8188;227;37;7;7337;52707;1144;9791;60;18;1
31.12.2013;44-Jährige;163182;337543;1548;58528;1690;167;18;105951;360061;6144;78261;1220;123;4;13026;49630;267;8416;188;27;4;6474;49769;1285;9615;52;6;1
31.12.2013;45-Jährige;165788;360227;1941;66232;1849;169;28;105128;382507;7331;88481;1350;133;8;12109;48141;281;8370;180;27;5;6006;47187;1427;9394;63;8;-
31.12.2013;46-Jährige;162654;379129;2294;73856;1774;148;32;102380;400374;9022;96214;1279;122;6;10864;44814;329;7818;187;20;6;5454;43058;1409;8745;51;10;-
31.12.2013;47-Jährige;158703;396571;2795;80611;1856;146;26;99074;414909;10673;103153;1282;114;11;9571;45965;363;8057;150;28;6;4725;43132;1458;8408;58;7;-
31.12.2013;48-Jährige;149918;404304;3257;86196;1886;133;37;91784;419722;12630;106691;1277;113;15;9000;45933;397;8144;156;20;1;4289;41851;1675;8306;63;11;1
31.12.2013;49-Jährige;144416;417580;3891;92413;1757;129;37;87969;433094;14915;112083;1257;118;11;8288;45159;432;7868;138;21;4;3947;39981;1812;8132;48;12;1
31.12.2013;50-Jährige;133367;423795;4451;94382;1713;131;28;81077;438494;17380;110988;1221;103;14;7216;42583;461;7349;122;16;2;3535;36595;1896;7470;44;12;1
31.12.2013;51-Jährige;120779;416387;5101;93716;1550;101;28;72402;429600;19303;109040;1126;99;13;6603;38911;453;7085;110;15;3;3209;34755;2167;7104;41;5;1
31.12.2013;52-Jährige;111514;417850;5811;94931;1549;93;31;67376;430865;22427;107226;1045;74;15;5851;34233;450;6403;109;10;5;2818;31426;2196;6380;32;3;2
31.12.2013;53-Jährige;100418;408799;6326;90610;1348;93;49;60222;418224;25415;101435;932;63;11;5720;34374;493;6447;107;8;2;2800;32078;2499;6179;34;6;2
31.12.2013;54-Jährige;91174;405264;6993;89419;1175;86;17;54912;412025;27632;97580;817;66;12;4993;31256;520;5791;87;3;3;2558;28657;2521;5699;25;1;-
31.12.2013;55-Jährige;80959;387364;7419;82703;1042;59;29;48908;392439;29698;88680;760;44;9;4456;29918;558;5616;77;8;2;2268;27277;2561;5333;31;2;1
31.12.2013;56-Jährige;73592;383763;8151;79426;938;53;26;45339;385823;32958;85143;721;35;11;3936;29393;606;5229;54;6;1;1965;26098;2786;5030;23;1;2
31.12.2013;57-Jährige;66251;376033;8831;74844;856;40;29;41365;375652;35728;80806;626;36;15;3501;30256;650;5125;67;4;5;1838;27018;3228;4931;26;2;1
31.12.2013;58-Jährige;59415;369000;9723;70368;808;29;21;37509;365385;39041;76549;555;27;10;3159;27149;603;4567;53;2;4;1753;27457;3800;4771;22;3;-
31.12.2013;59-Jährige;53932;365354;10543;66941;716;41;28;34967;360379;42756;74475;522;29;13;2795;23915;676;4204;47;-;1;1664;27472;3871;4649;19;5;1
31.12.2013;60-Jährige;48674;357466;11205;62428;682;36;21;31512;350454;45970;70192;472;18;14;2355;21372;662;3750;47;2;4;1504;26477;4075;4229;15;4;-
31.12.2013;61-Jährige;44831;359954;12365;59447;661;24;29;29251;346592;51116;68581;422;9;10;2185;22308;707;3617;52;-;1;1473;27528;4649;4345;19;1;-
31.12.2013;62-Jährige;40780;355832;13293;56149;651;20;20;26666;339873;55469;65829;435;16;14;1958;21866;750;3251;51;1;2;1366;24970;4598;3882;21;3;1
31.12.2013;63-Jährige;37845;353869;14719;52822;619;26;46;24468;333941;60902;63461;430;13;27;1977;25957;966;3347;56;2;2;1353;27738;5853;4019;21;2;1
31.12.2013;64-Jährige;33323;344278;15791;48811;584;22;15;21940;321301;64821;58659;362;6;7;1848;26540;1009;3176;45;2;1;1231;25576;5896;3624;16;-;-
31.12.2013;65-Jährige;28149;312719;15398;43297;510;17;32;18753;287785;64814;52141;314;14;9;1718;27395;1133;3048;30;2;-;1103;23596;5904;3480;7;2;1
31.12.2013;66-Jährige;23982;290830;15866;38286;464;13;19;16326;268365;67060;47559;247;1;9;1571;27419;1211;2883;35;1;1;1054;21679;5857;3029;15;-;1
31.12.2013;67-Jährige;20477;249634;15146;32193;464;11;33;13558;230156;63131;41086;275;4;10;1318;25120;1147;2458;41;1;1;957;18637;5649;2714;8;-;1
31.12.2013;68-Jährige;16882;215296;14529;26932;446;11;35;12340;199640;60560;35876;220;7;17;1035;22025;1183;1878;25;4;3;749;16147;5316;2190;9;1;2
31.12.2013;69-Jährige;21814;295982;21706;34077;695;17;47;15712;269795;87740;46417;340;6;12;1037;21046;1175;1757;32;1;7;700;14268;5335;1926;9;-;-
31.12.2013;70-Jährige;21599;299284;24307;32802;484;16;34;16378;268791;95830;46126;253;8;19;882;19765;1241;1575;24;-;2;569;12425;4942;1761;10;-;-
31.12.2013;71-Jährige;20338;284919;25808;29469;479;8;36;16182;253017;101463;42460;222;2;12;856;19760;1294;1533;20;1;2;566;11529;5096;1632;4;-;-
31.12.2013;72-Jährige;23817;344793;33993;33109;581;20;41;19443;303455;136686;49275;235;1;11;735;17669;1437;1347;13;-;4;599;9712;5002;1464;5;-;-
31.12.2013;73-Jährige;23544;354456;39020;31118;454;10;49;20657;306181;159016;48518;183;3;15;773;18338;1568;1273;14;-;-;576;9747;5648;1438;5;1;-
31.12.2013;74-Jährige;21193;341729;40724;28144;363;11;21;20556;289632;170512;44848;165;3;9;678;16171;1410;1188;10;-;2;539;8118;5036;1367;4;-;-
31.12.2013;75-Jährige;18216;309246;40751;23500;291;4;14;19598;252777;172887;38964;120;1;12;566;14424;1492;999;10;-;1;510;7036;4918;1299;4;-;-
31.12.2013;76-Jährige;15289;278527;40475;19327;210;5;17;18960;220213;174105;34221;112;1;5;506;12078;1386;851;12;-;-;482;6029;4453;1084;1;1;-
31.12.2013;77-Jährige;13412;256939;41676;16706;186;6;24;18576;197539;181954;30432;95;1;10;435;10207;1277;754;7;-;1;394;4823;4139;867;3;-;-
31.12.2013;78-Jährige;11464;235756;42467;14154;126;3;19;18113;173448;187915;27041;72;1;8;377;8217;1120;603;10;-;1;377;3826;3717;744;3;-;-
31.12.2013;79-Jährige;9321;203440;41719;11744;109;3;12;16843;143312;184815;23191;78;1;5;326;7676;1149;500;7;-;-;296;3072;3452;628;1;-;-
31.12.2013;80-Jährige;6566;150588;34404;7888;80;1;9;13906;101188;155295;16828;49;-;1;283;6373;1054;387;4;-;2;291;2624;3220;604;2;-;-
31.12.2013;81-Jährige;5770;137062;36115;6874;62;1;7;14273;89330;159039;15529;46;-;6;213;4732;942;318;5;-;2;228;2188;2949;527;1;-;-
31.12.2013;82-Jährige;5076;126360;37671;5694;74;-;7;14869;78523;165749;14588;38;-;4;161;3632;788;281;3;-;1;216;1567;2567;433;2;-;-
31.12.2013;83-Jährige;4558;117739;40250;5048;44;1;11;15616;71192;174718;14343;31;-;11;155;3115;690;216;6;-;1;242;1485;2581;395;1;-;1
31.12.2013;84-Jährige;3831;100294;39350;4066;49;1;6;15285;58139;168136;12829;28;-;9;123;2257;637;166;1;-;-;194;1078;2303;304;3;-;-
31.12.2013;85 Jahre und mehr;11873;329457;220887;13079;124;1;21;107168;175808;1106605;71927;132;4;45;585;7190;3273;607;6;-;1;1169;3680;13453;1553;1;1;1
31.12.2014;unter 1 Jahr;339249;-;-;-;-;-;-;322145;-;-;-;-;-;-;28314;-;-;-;-;-;-;26711;-;-;-;-;-;-
31.12.2014;1-Jährige;332238;-;-;-;-;-;-;315608;-;-;-;-;-;-;24777;-;-;-;-;-;-;23292;-;-;-;-;-;-
31.12.2014;2-Jährige;331741;-;-;-;-;-;-;314673;-;-;-;-;-;-;24575;-;-;-;-;-;-;23380;-;-;-;-;-;-
31.12.2014;3-Jährige;323525;-;-;-;-;-;-;307827;-;-;-;-;-;-;25673;-;-;-;-;-;-;24084;-;-;-;-;-;-
31.12.2014;4-Jährige;334039;-;-;-;-;-;-;318286;-;-;-;-;-;-;23809;-;-;-;-;-;-;22465;-;-;-;-;-;-
31.12.2014;5-Jährige;329993;-;-;-;-;-;-;312964;-;-;-;-;-;-;23130;-;-;-;-;-;-;21764;-;-;-;-;-;-
31.12.2014;6-Jährige;338862;-;-;-;-;-;-;322298;-;-;-;-;-;-;23037;-;-;-;-;-;-;21983;-;-;-;-;-;-
31.12.2014;7-Jährige;339365;-;-;-;-;-;-;321517;-;-;-;-;-;-;22287;-;-;-;-;-;-;21165;-;-;-;-;-;-
31.12.2014;8-Jährige;333378;-;-;-;-;-;-;315667;-;-;-;-;-;-;22034;-;-;-;-;-;-;20411;-;-;-;-;-;-
31.12.2014;9-Jährige;338602;-;-;-;-;-;-;321822;-;-;-;-;-;-;21276;-;-;-;-;-;-;19923;-;-;-;-;-;-
31.12.2014;10-Jährige;346609;-;-;-;-;-;-;329319;-;-;-;-;-;-;22797;-;-;-;-;-;-;21297;-;-;-;-;-;-
31.12.2014;11-Jährige;347045;-;-;-;-;-;-;329527;-;-;-;-;-;-;22567;-;-;-;-;-;-;21383;-;-;-;-;-;-
31.12.2014;12-Jährige;353844;-;-;-;-;-;-;335547;-;-;-;-;-;-;22588;-;-;-;-;-;-;21088;1;-;-;-;1;-
31.12.2014;13-Jährige;362751;-;-;-;-;-;-;343133;-;-;-;-;-;-;23238;-;-;-;-;-;-;21739;4;-;-;-;-;-
31.12.2014;14-Jährige;377114;-;-;-;-;-;-;358361;2;-;-;-;-;-;25191;-;-;-;-;-;-;23680;7;-;1;-;-;-
31.12.2014;15-Jährige;366139;-;-;-;-;-;-;346257;1;-;-;-;-;-;38380;-;-;-;-;-;-;35862;19;-;3;-;-;-
31.12.2014;16-Jährige;373457;-;2;-;-;-;-;354650;7;-;-;-;-;-;40888;13;-;2;-;-;-;36921;57;-;1;-;1;-
31.12.2014;17-Jährige;385220;3;-;-;-;-;-;366250;34;-;1;-;1;4;42983;22;-;1;-;2;-;37923;189;2;2;-;-;-
31.12.2014;18-Jährige;379736;41;-;-;2;1;-;359534;542;1;5;2;-;-;46502;232;2;3;-;2;-;38794;808;3;7;-;1;1
31.12.2014;19-Jährige;368887;273;1;7;9;3;-;348523;1870;4;15;14;2;1;51288;543;2;4;3;-;-;41748;2050;5;19;1;-;-
31.12.2014;20-Jährige;373268;910;2;14;11;1;1;350904;4247;11;85;29;7;2;57417;1068;2;11;6;5;-;47246;3872;8;40;3;3;-
31.12.2014;21-Jährige;385808;2137;7;61;47;5;-;361010;8009;13;300;75;11;-;60163;1753;3;27;19;5;-;49646;5733;15;99;5;4;2
31.12.2014;22-Jährige;389496;4601;6;159;60;7;3;362704;14414;14;645;97;17;-;62427;2940;6;72;41;6;-;49518;8461;22;190;10;6;-
31.12.2014;23-Jährige;401754;8718;5;316;101;20;-;368044;23867;41;1243;191;33;1;65910;4956;4;139;56;10;1;51157;11896;18;320;11;6;-
31.12.2014;24-Jährige;438222;15837;10;703;178;37;3;393365;38897;55;2224;265;56;1;70513;7509;6;235;70;14;2;52604;16085;35;504;19;9;-
31.12.2014;25-Jährige;421200;24866;21;1213;239;37;1;369892;55560;93;3472;399;50;2;70310;10425;22;415;100;16;1;51225;20260;63;763;35;9;2
31.12.2014;26-Jährige;421077;38466;14;1980;302;55;2;357142;78054;107;5105;528;87;-;69920;14094;24;639;129;22;3;47824;25397;59;1106;27;12;-
31.12.2014;27-Jährige;396512;53501;37;2885;333;65;2;326260;98769;168;6936;602;93;2;65579;17323;28;914;131;29;-;43552;29062;83;1441;36;16;2
31.12.2014;28-Jährige;370507;69926;48;4042;465;74;2;298351;119848;253;9211;707;128;1;61179;20444;34;1151;169;34;1;39100;32924;85;1893;39;8;-
31.12.2014;29-Jährige;336370;86087;56;5315;501;95;8;262872;137975;322;11258;770;130;2;56643;24083;49;1576;196;31;3;34982;37054;125;2410;45;16;1
31.12.2014;30-Jährige;314870;105584;93;6965;537;103;2;238608;158315;405;13864;864;132;-;51921;27538;49;2008;211;40;4;31707;40795;157;3073;63;12;-
